ID;Aktywny(0 lub 1);Nazwa;Kategorie(x, y, z...);Cena bez podatku. (netto);ID reguły podatku;Koszt własny;W sprzedaży(0 lub 1);Wartość rabatu;Procent rabatu;Rabat od dnia(rrrr-mm-dd);Rabat do dnia(rrrr-mm-dd);Indeks #;Kod dostawcy;Dostawca;Marka;Kod EAN13;Kod kreskowy;UPC;Podatek ekologiczny;Szerokość;Wysokość;Głębokość;Waga;Czas dostawy produktów dostępnych w magazynie:;Czas dostawy wyprzedanych produktów z możliwością rezerwacji:;Ilość;Minimalna ilość;Niski poziom produktów w magazynie;Otrzymuj powiadomienie o niskim stanie magazynów przez e-mail;Widoczność;Dodatkowe koszty przesyłki;Jednostka dla ceny za jednostkę;Cena za jednostkę;Podsumowanie;Opis;Tagi(x, y, z...);Meta - tytuł;Słowa kluczowe meta;Opis meta;Przepisany URL;Etykieta, gdy w magazynie;Etykieta kiedy dozwolone ponowne zamówienie;Dostępne do zamówienia(0 = Nie, 1 = Tak);Data dostępności produktu;Data wytworzenia produktu;Pokaż cenę(0 = Nie, 1 = Tak);Adresy URL zdjęcia(x, y, z...);Tekst alternatywny dla zdjęć(x, y, z...);Usuń istniejące zdjęcia(0 = Nie, 1 = Tak);Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Dostępne tylko online(0 = Nie, 1 = Tak);Stan:;Konfigurowalny(0 = Nie, 1 = Tak);Można wgrywać pliki(0 = Nie, 1 = Tak);Pola tekstowe(0 = Nie, 1 = Tak);Akcja kiedy brak na stanie;Wirtualny produkt(0 = No, 1 = Yes);Adres URL pliku;Ilość dozwolonych pobrań;Data wygaśnięcia(rrrr-mm-dd);Liczba dni;ID / Nazwa sklepu;Zaawansowane zarządzanie magazynem;Zależny od stanu magazynowego;Magazyn;Akcesoria(x, y, z...)
11;1;501 ORIGINAL TEE - T-shirt z nadrukiem - patch black;T-shirty i koszulki polo;80;1;73;1;;0;2022-12-20;2022-12-24;;;;Levi's®;;;;;;;;0,44;;;29;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Kolor jednolity<br />Numer produktu: LE222O039-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 186 cm wzrostu i nosi rozmiar M<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 68 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/1e17682c9275367ca149b2da3742af7d/f8441ad20e754839848ec605a3305a93.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
12;1;T-shirt basic - black;T-shirty i koszulki polo;56;1;51;1;;0;2022-12-20;2022-12-24;;;;adidas Performance;;;;;;;;0,18;;;30;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C, pranie delikatne<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Kolor jednolity<br />Numer produktu: AD542D3IA-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 186 cm wzrostu i nosi rozmiar M<br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 71 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/6c4acb2ad8d844fe8053bcadc54325a5/7b40ee68142a4b18bfd424abb4e8dcce.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
13;1;BADGE TEE - T-shirt basic - black;T-shirty i koszulki polo;109;1;99;1;;0;2022-12-20;2022-12-24;;;;Tommy Jeans;;;;;;;;0,48;;;21;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C, pranie delikatne<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Kolor jednolity<br />Numer produktu: TOB210040-Q11<br /><br /><b>Rozmiar i krój</b><br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 70 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/4bcf81d77c4e4753a38607a693f9268d/5515ae2a73734435b58d135332ad40da.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
14;1;BRAND GRAPHIC CREW - T-shirt z nadrukiem - black;T-shirty i koszulki polo;94;1;86;1;;0;2022-12-20;2022-12-24;;;;Jordan;;;;;;;;0,79;;;18;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Nadruk<br />Numer produktu: JOC22O06P-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 190 cm wzrostu i nosi rozmiar M<br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Długa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 74 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/bf4c1989149542d2b92796cb345e5f61/e175eec3c20e4c68a1ee278059a5e279.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
15;1;LOGO TEE - T-shirt z nadrukiem - black;T-shirty i koszulki polo;124;1;112;1;;0;2022-12-20;2022-12-24;;;;Tommy Hilfiger;;;;;;;;0,68;;;17;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br />Wskazówki pielęgnacyjne: Pranie w pralce w 40°C, nie suszyć w suszarce bębnowej, pranie delikatne<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Nadruk<br />Numer produktu: TO122O08I-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 189 cm wzrostu i nosi rozmiar M<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 69 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/fe1adb685f4d4c28a045eed4aed61957/bad269ff734b42ce82756607200f0bbd.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
16;1;5 PACK - T-shirt basic - mottled bordeaux/white;T-shirty i koszulki polo;71;1;64;1;;0;2022-12-20;2022-12-24;;;;Pier One;;;;;;;;0,26;;;5;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br />Wskazówki pielęgnacyjne: Nie suszyć w suszarce bębnowej, pranie w pralce w 30°C, pranie delikatne<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Melanż<br />Numer produktu: PI922O0GY-G11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 186 cm wzrostu i nosi rozmiar M<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 70 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/cc44d9da8ac23e47873bd79b570e8099/f3311ca65bb04406b4483c68855855c6.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
17;1;T-SHIRT MIT FRONTLOGO - T-shirt z nadrukiem - schwarz;T-shirty i koszulki polo;67;1;61;1;;0;2022-12-20;2022-12-24;;;;Guess;;;;;;;;0,3;;;16;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 95% bawełna, 5% elastan<br />Struktura/rodzaj materiału: Dżersej<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Nadruk<br />Numer produktu: GU122O0WN-Q11<br /><br /><b>Rozmiar i krój</b><br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 71.5 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/fa35363f72324e7db0890d0a6c2f1ba2/5f51858064d146bb92a0843235caccc6.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
18;1;2 PACK - T-shirt basic - grau;T-shirty i koszulki polo;116;1;106;1;;0;2022-12-20;2022-12-24;;;;U.S. Polo Assn.;;;;;;;;0,43;;;10;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Kolor jednolity<br />Numer produktu: US222O030-C11<br /><br /><b>Rozmiar i krój</b><br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/9ae3c251ba9b422abf1817afef8975a4/f4d76d607c764bb29a0c3918bdd3fe2a.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
19;1;STRETCH SLIM FIT LONG SLEEVE - Bluzka z długim rękawem - black;T-shirty i koszulki polo;168;1;152;1;;0;2022-12-20;2022-12-24;;;;Tommy Hilfiger;;;;;;;;0,61;;;29;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 96% bawełna, 4% elastan<br />Struktura/rodzaj materiału: Dżersej<br />Wskazówki pielęgnacyjne: Pranie w pralce w 40°C, pranie delikatne<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Przezroczystość: Lekki<br />Wzór: Kolor jednolity<br />Numer produktu: TO122O09G-Q13<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 187 cm wzrostu i nosi rozmiar M<br />Długość: Standardowa<br />Długość rękawa: Długi rękaw<br />Cała długość: 70 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/630f39fcfa6144b8a9d19bbb50e130a9/9ede1cd58cf649efb5549023b29d477a.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
20;1;SUST TEE - T-shirt basic - black;T-shirty i koszulki polo;103;1;94;1;;0;2022-12-20;2022-12-24;;;;Nike Sportswear;;;;;;;;0,3;;;16;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Pika<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Kolor jednolity<br />Numer produktu: NI122O0RH-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 185 cm wzrostu i nosi rozmiar M<br />Fason: Regular Fit<br />Długość: Długa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 71 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/dbc5d865bdcd44eea209c1583354e2d4/817927b7600b43c59b7e4cb3d6ff11ab.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
21;1;C-NECK - T-shirt basic - black;T-shirty i koszulki polo;76;1;69;1;;0;2022-12-20;2022-12-24;;;;Marc O'Polo;;;;;;;;0,8;;;14;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br />Wskazówki pielęgnacyjne: Pranie w pralce w 40°C<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Wzór: Kolor jednolity<br />Numer produktu: MA322O03J-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 186 cm wzrostu i nosi rozmiar M<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 70 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/6cf764c695873d899ca49fca3b9e1f6e/6cfc46fa4f8a4417bbd2997ddd0e5140.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
22;1;3PACK - T-shirt basic - white;T-shirty i koszulki polo;67;1;61;1;;0;2022-12-20;2022-12-24;;;;Dickies;;;;;;;;0,34;;;16;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dżersej<br />Wskazówki pielęgnacyjne: Nie suszyć w suszarce bębnowej, pranie w pralce w 30°C<br /><br /><b>Szczegóły produktu</b><br />Rodzaj dekoltu: Okrągły<br />Przezroczystość: Lekki<br />Wzór: Kolor jednolity<br />Numer produktu: DI622D00H-002<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 187 cm wzrostu i nosi rozmiar M<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 66 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/c47ee360377334ac8cefb2371c02cc23/780177f7e9cb46c987d8c2817d1ba426.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
23;1;Koszulka polo - dark blue;T-shirty i koszulki polo;48;1;44;1;;0;2022-12-20;2022-12-24;;;;Pier One;;;;;;;;0,12;;;10;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Wskazówki pielęgnacyjne: Nie suszyć w suszarce bębnowej, pranie w pralce w 30°C, pranie delikatne<br /><br /><b>Szczegóły produktu</b><br />Kształt kołnierza: Polo<br />Wzór: Kolor jednolity<br />Numer produktu: PI922P00R-K12<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 188 cm wzrostu i nosi rozmiar M<br />Długość: Standardowa<br />Długość rękawa: Długi rękaw<br />Cała długość: 74 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/dd19e6592bd6380aa0fa9b310472bf42/93c2f80961d94214b25ab25c22d6ef41.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
24;1;Koszulka polo - dark blue;T-shirty i koszulki polo;72;1;66;1;;0;2022-12-20;2022-12-24;;;;Pier One;;;;;;;;0,37;;;22;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Pika<br />Wskazówki pielęgnacyjne: Nie suszyć w suszarce bębnowej, pranie w pralce w 30°C, pranie delikatne<br /><br /><b>Szczegóły produktu</b><br />Kształt kołnierza: Polo<br />Wzór: Kolor jednolity<br />Numer produktu: PI922P02R-K11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 188 cm wzrostu i nosi rozmiar M<br />Długość: Standardowa<br />Długość rękawa: Krótki rękaw<br />Cała długość: 72 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/eb273a6ab8e0405e85eeee472f8065d1/ce233fb616c14306b5b628231ee99a82.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
