ID;Aktywny(0 lub 1);Nazwa;Kategorie(x, y, z...);Cena bez podatku. (netto);ID reguły podatku;Koszt własny;W sprzedaży(0 lub 1);Wartość rabatu;Procent rabatu;Rabat od dnia(rrrr-mm-dd);Rabat do dnia(rrrr-mm-dd);Indeks #;Kod dostawcy;Dostawca;Marka;Kod EAN13;Kod kreskowy;UPC;Podatek ekologiczny;Szerokość;Wysokość;Głębokość;Waga;Czas dostawy produktów dostępnych w magazynie:;Czas dostawy wyprzedanych produktów z możliwością rezerwacji:;Ilość;Minimalna ilość;Niski poziom produktów w magazynie;Otrzymuj powiadomienie o niskim stanie magazynów przez e-mail;Widoczność;Dodatkowe koszty przesyłki;Jednostka dla ceny za jednostkę;Cena za jednostkę;Podsumowanie;Opis;Tagi(x, y, z...);Meta - tytuł;Słowa kluczowe meta;Opis meta;Przepisany URL;Etykieta, gdy w magazynie;Etykieta kiedy dozwolone ponowne zamówienie;Dostępne do zamówienia(0 = Nie, 1 = Tak);Data dostępności produktu;Data wytworzenia produktu;Pokaż cenę(0 = Nie, 1 = Tak);Adresy URL zdjęcia(x, y, z...);Tekst alternatywny dla zdjęć(x, y, z...);Usuń istniejące zdjęcia(0 = Nie, 1 = Tak);Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Dostępne tylko online(0 = Nie, 1 = Tak);Stan:;Konfigurowalny(0 = Nie, 1 = Tak);Można wgrywać pliki(0 = Nie, 1 = Tak);Pola tekstowe(0 = Nie, 1 = Tak);Akcja kiedy brak na stanie;Wirtualny produkt(0 = No, 1 = Yes);Adres URL pliku;Ilość dozwolonych pobrań;Data wygaśnięcia(rrrr-mm-dd);Liczba dni;ID / Nazwa sklepu;Zaawansowane zarządzanie magazynem;Zależny od stanu magazynowego;Magazyn;Akcesoria(x, y, z...)
11;1;PIERCE - Bluza z kapturem - grey marl;Bluzy;138;1;126;1;;10;2022-12-20;2022-12-24;;;;Pepe Jeans;;;;;;;;0,6;;;20;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br />Struktura/rodzaj materiału: Dres<br /><br /><b>Szczegóły produktu</b><br />Kształt kołnierza: Kaptur<br />Kaptur: Ściągany kaptur<br />Wzór: Nadruk<br />Szczegóły: Elastyczna talia<br />Numer produktu: PE122S07A-C11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 188 cm wzrostu i nosi rozmiar M<br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Standardowa<br />Długość rękawa: Długi rękaw<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/021fff51e69d40c98c34fc78994f5b58/8b8bc4172a324a40bf1e8c4052617dd2.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
12;1;RI TAPE CREW - Bluza - black;Bluzy;80;1;73;1;;10;2022-12-20;2022-12-24;;;;Reebok;;;;;;;;0,2;;;25;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/5d92104f568f424eb30959d4550ad4b5/5ed8ac63eefc49d1ac5b5f6e5a8e569e.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
13;1;Bluza z kapturem - moonless night;Bluzy;121;1;110;1;;10;2022-12-20;2022-12-24;;;;GAP;;;;;;;;0,47;;;13;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 77% bawełna, 23% poliester<br />Struktura/rodzaj materiału: Dres<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C, pranie delikatne<br /><br /><b>Szczegóły produktu</b><br />Kształt kołnierza: Kaptur<br />Kaptur: Ściągany kaptur<br />Kieszenie: Kieszeń typu kangur<br />Szczegóły: Elastyczna talia, haft<br />Numer produktu: GP022S01Y-Q12<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 188 cm wzrostu i nosi rozmiar M<br />Fason: Regular Fit<br />Kształt: Zwężany<br />Długość: Długa<br />Długość rękawa: Długi rękaw<br />Cała długość: 71 cm w rozmiarze M<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/a850c81375244f74baf4afd6a0adb976/cd7f43ae3cd64fadadce8cf9e88dd603.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
14;1;CLUB HOODIE - Bluza z kapturem - black/white;Bluzy;175;1;159;1;;10;2022-12-20;2022-12-24;;;;Nike Sportswear;;;;;;;;0,48;;;3;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 80% bawełna, 20% poliester<br />Struktura/rodzaj materiału: Dres<br />Wskazówki pielęgnacyjne: Pranie w pralce w 40°C<br /><br /><b>Szczegóły produktu</b><br />Kształt kołnierza: Kaptur<br />Kaptur: Ściągany kaptur<br />Wzór: Kolor jednolity<br />Szczegóły: Elastyczna talia<br />Numer produktu: NI122S0AS-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 187 cm wzrostu i nosi rozmiar S<br />Fason: Loose fit<br />Kształt: Prosty<br />Długość: Standardowa<br />Długość rękawa: Długi rękaw<br />Cała długość: 70 cm w rozmiarze S<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/85650a0625374c93975e6a1d9d3e695b/c8a776a4fde84e6da21df4f627b1284c.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
15;1;RIVAL HOODIE - Bluza rozpinana - light grey;Bluzy;122;1;111;1;;10;2022-12-20;2022-12-24;;;;Under Armour;;;;;;;;0,55;;;23;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 80% bawełna, 20% poliester<br />Struktura/rodzaj materiału: Dres<br /><br /><b>Szczegóły produktu</b><br />Kształt kołnierza: Kaptur<br />Kaptur: Ściągany kaptur<br />Zapięcie: Zamek błyskawiczny<br />Kieszenie: Kieszeń typu kangur<br />Wzór: Kolor jednolity<br />Szczegóły: Elastyczna talia<br />Numer produktu: UN242G09T-C13<br /><br /><b>Rozmiar i krój</b><br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Standardowa<br />Długość rękawa: Długi rękaw<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/909e6bdc448b4b4b90ee2d80652172cf/fe65e8636abd48b88fc1c6e54efb0841.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
16;1;LUKE - Jeansy Slim Fit - fresh;Jeansy;187;1;170;1;;0;2022-12-20;2022-12-24;;;;Lee;;;;;;;;0,81;;;8;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 91% bawełna, 8% lyocell, 1% elastan<br />Struktura/rodzaj materiału: Denim<br />Zawiera elementy skórzane: Tak<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Zapięcie: Ukryty zamek błyskawiczny<br />Kieszenie: Tylne, boczne<br />Numer produktu: LE422G04W-K17<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 189 cm wzrostu i nosi rozmiar 32x32<br />Fason: Slim Fit<br />Długość: Długa<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/30672014ed683ed59e4f58a0989db63d/7a60e7833d7e49329a76cb197540531d.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
17;1;MALONE - Jeansy Slim Fit - dark martha;Jeansy;234;1;213;1;;0;2022-12-20;2022-12-24;;;;Lee;;;;;;;;0,14;;;24;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 84% bawełna, 14% poliester, 2% elastan<br />Struktura/rodzaj materiału: Denim<br />Zawiera elementy skórzane: Tak<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Zapięcie: Ukryty zamek błyskawiczny<br />Kieszenie: Tylne, boczne<br />Numer produktu: LE422G09X-K22<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 188 cm wzrostu i nosi rozmiar 31x32<br />Fason: Skinny Fit<br />Kształt: Dopasowany<br />Długość: Do kostek<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/c7b8c583815a3c96ac4edca71ec0709b/970ca44e56e9423082400677519ff719.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
18;1;LUKE - Jeansy Slim Fit - light ray;Jeansy;263;1;239;1;;0;2022-12-20;2022-12-24;;;;Lee;;;;;;;;0,37;;;25;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 93% bawełna, 5% elastomultiester, 2% elastan<br />Struktura/rodzaj materiału: Denim<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Zapięcie: Ukryty zamek błyskawiczny<br />Kieszenie: Tylne, boczne<br />Numer produktu: LE422G0A9-K15<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 188 cm wzrostu i nosi rozmiar 31x32<br />Fason: Slim Fit<br />Kształt: Dopasowany<br />Długość: Długa<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/f270c86766564d9c803c46ba978876bf/5db3aa56eab747a9b8122ff4f45a4ba3.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
19;1;Jeansy Straight Leg - light blue denim;Jeansy;113;1;103;1;;0;2022-12-20;2022-12-24;;;;Bershka;;;;;;;;0,75;;;30;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 70% bawełna, 30% wiskoza<br />Struktura/rodzaj materiału: Denim<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Zapięcie: Ukryty zamek błyskawiczny<br />Kieszenie: Tylne, boczne<br />Numer produktu: BEJ22G082-K12<br /><br /><b>Rozmiar i krój</b><br />Fason: Relaxed fit<br />Kształt: Prosty<br />Długość: Długa<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/d04459c1e3af42859c371ef15953686b/cfd85f61ba184247915f17ea74810936.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
20;1;JJIGLENN JJORIGINAL - Jeansy Slim Fit - blue denim;Jeansy;102;1;92;1;;0;2022-12-20;2022-12-24;;;;Jack & Jones;;;;;;;;0,84;;;25;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 70% bawełna, 28% poliester, 2% elastan<br />Struktura/rodzaj materiału: Denim<br />Wskazówki pielęgnacyjne: Pranie w pralce w 40°C<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Kieszenie: Tylne, boczne<br />Numer produktu: JA222G0VC-K11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 188 cm wzrostu i nosi rozmiar 32x32<br />Fason: Slim Fit<br />Kształt: Dopasowany<br />Długość: Długa<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/6cf1da939c984bc7ae2e1685023a24a1/3501224c3cfb411fa71b73c119e5a539.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
21;1;TRIFOLIATE - Spodnie treningowe - denim blue;Spodnie;95;1;86;1;;0;2022-12-20;2022-12-24;;;;Threadbare;;;;;;;;0,22;;;6;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 60% bawełna, 40% poliester<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Numer produktu: THC22E002-K12<br /><br /><b>Rozmiar i krój</b><br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/fb1505011e174fd1b93af56e257ca848/a28a4fe34d554d35b5bc357148d0305a.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
22;1;TEXAS SLIM - Spodnie materiałowe - militare green;Spodnie;263;1;239;1;;0;2022-12-20;2022-12-24;;;;Wrangler;;;;;;;;0,59;;;12;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 98% bawełna, 2% elastan<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Zapięcie: Ukryty zamek błyskawiczny<br />Kieszenie: Tylne, boczne<br />Wzór: Kolor jednolity<br />Numer produktu: WR122E02F-N11<br /><br /><b>Rozmiar i krój</b><br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Do kostek<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/61bb4f9aedd54bfbb7d95d9583e9b5fa/bea770b3295f4446a9fb539dd1f9bcd2.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
23;1;SAMIE - Spodnie treningowe - black;Spodnie;84;1;76;1;;0;2022-12-20;2022-12-24;;;;Ellesse;;;;;;;;0,58;;;13;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 80% bawełna, 20% poliester<br />Struktura/rodzaj materiału: Dres<br />Wskazówki pielęgnacyjne: Pranie w pralce w 40°C, nie suszyć w suszarce bębnowej<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Kieszenie: Tylne, boczne<br />Wzór: Kolor jednolity<br />Szczegóły: Elastyczna talia<br />Numer produktu: EL922E03Z-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 191 cm wzrostu i nosi rozmiar M<br />Fason: Regular Fit<br />Kształt: Zwężany<br />Długość: Do kostek<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/ee1970f360f94998a65dc5a331a96458/6d59fbc7d128414f9d4b306c8b3f0f48.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
24;1;TECH FLEECE JOGGER - Spodnie treningowe - black;Spodnie;259;1;236;1;;0;2022-12-20;2022-12-24;;;;Nike Sportswear;;;;;;;;0,31;;;17;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 69% bawełna, 31% poliester<br />Struktura/rodzaj materiału: Dres<br />Wskazówki pielęgnacyjne: Pranie w pralce w 30°C<br /><br /><b>Szczegóły produktu</b><br />Stan: Podwyższony<br />Kieszenie: Boczne<br />Wzór: Kolor jednolity<br />Szczegóły: Elastyczna talia<br />Numer produktu: NI122E07U-Q11<br /><br /><b>Rozmiar i krój</b><br />Wzrost modela: Nasz model ma 189 cm wzrostu i nosi rozmiar M<br />Fason: Slim Fit<br />Kształt: Zwężany<br />Długość: Do kostek<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/85613f58c54b3eaabfcff3d77e40cc4b/2992c885324742daa2966d7f79f1aed2.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
25;1;WITH CONTRAST STITCHING - Bojówki - black;Spodnie;113;1;103;1;;0;2022-12-20;2022-12-24;;;;Bershka;;;;;;;;0,15;;;5;;;;;;;;;<br /><b>Materiał i wskazówki pielęgnacyjne</b><br />Materiał: 100% bawełna<br /><br /><b>Szczegóły produktu</b><br />Stan: Standardowy<br />Zapięcie: Ukryty zamek błyskawiczny<br />Kieszenie: Kieszenie cargo, tylne, boczne<br />Wzór: Kolor jednolity<br />Numer produktu: BEJ22E0A2-Q11<br /><br /><b>Rozmiar i krój</b><br />Fason: Regular Fit<br />Kształt: Prosty<br />Długość: Do kostek<br />;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/34e48b825f334180a2aa28f91bff95a6/ad8cc9ad47f04ad3ae9372324de56a17.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
