Identyfikator Produktu (ID);Indeks produktu;Atrybut (Nazwa:Typ:Pozycja)*;Wartość (Wartość:Pozycja)*;Identyfikator dostawcy;Indeks;kod EAN13;Kod kreskowy UPC;MPN;Koszt własny;Wpływ na cenę;Podatek ekologiczny;Ilość;Minimalna ilość;Niski poziom produktów w magazynie;Otrzymuj powiadomienie o niskim stanie magazynów przez e-mail;Wpływ na wagę;Domyślny (0 = Nie, 1 = Tak);Data dostępności kombinacji;Wybierz z pośród zdjęć produktów wg pozycji (1,2,3...);Adresy URL zdjęcia (x,y,z...);Tekst alternatywny dla zdjęć (x,y,z...);ID / Nazwa sklepu;Zaawansowane zarządzanie magazynem;Zależny od stanu magazynowego;Magazyn
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;4;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;8;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;6;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;3;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;8;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;12;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;13;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;6;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;4;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;7;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;3;;;;;;;;;;;;;
222;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;12;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;5;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;3;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;4;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;9;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;9;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;8;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;5;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;4;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;12;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;7;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;7;;;;;;;;;;;;;
223;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;7;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;5;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;11;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;6;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;2;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;3;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;9;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;7;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;3;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;12;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;9;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;10;;;;;;;;;;;;;
224;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;12;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;8;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;3;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;8;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;11;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;1;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;7;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;8;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;4;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;6;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;5;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;1;;;;;;;;;;;;;
225;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;5;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;7;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;8;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;10;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;6;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;10;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;12;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;11;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;1;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;3;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;12;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;13;;;;;;;;;;;;;
226;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;7;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;2;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;10;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;13;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;11;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;5;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;12;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;12;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;6;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;8;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;7;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;10;;;;;;;;;;;;;
227;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;12;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;8;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;7;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;2;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;5;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;11;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;11;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;4;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;5;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;11;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;12;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;7;;;;;;;;;;;;;
228;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;7;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;7;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;3;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;8;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;3;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;7;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;1;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;10;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;2;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;7;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;6;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;8;;;;;;;;;;;;;
229;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;2;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;12;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;10;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;1;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;11;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;12;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;12;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;3;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;1;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;7;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;2;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;8;;;;;;;;;;;;;
230;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;7;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;6;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;12;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;8;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;6;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;2;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;2;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;4;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;6;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;8;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;4;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;11;;;;;;;;;;;;;
231;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;10;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;2;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;13;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;3;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;3;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;1;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;8;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;13;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;12;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;6;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;13;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;6;;;;;;;;;;;;;
232;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;3;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;4;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;7;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;7;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;9;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;7;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;12;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;13;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;8;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;9;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;10;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;12;;;;;;;;;;;;;
233;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;3;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;11;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;2;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;2;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;11;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;10;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;8;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;10;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;13;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;8;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;3;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;10;;;;;;;;;;;;;
234;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;5;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;5;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;6;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;5;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;5;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;7;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;2;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;2;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;1;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;1;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;2;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;10;;;;;;;;;;;;;
235;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;5;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;10;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;10;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;1;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;6;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;3;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;6;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;3;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;8;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;8;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;10;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;6;;;;;;;;;;;;;
236;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;5;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;10;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, M:1;;;;;;;;;11;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, L:1;;;;;;;;;12;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, XL:1;;;;;;;;;7;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, S:1;;;;;;;;;10;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, M:1;;;;;;;;;11;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, L:1;;;;;;;;;2;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szarobrązowy:0, XL:1;;;;;;;;;13;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, S:1;;;;;;;;;7;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, M:1;;;;;;;;;1;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, L:1;;;;;;;;;1;;;;;;;;;;;;;
237;;Kolor:kolor:0, Rozmiar:rozmiar:1;Beżowy:0, XL:1;;;;;;;;;8;;;;;;;;;;;;;
238;;Kolor:kolor:0, Rozmiar:rozmiar:1;Szary:0, S:1;;;;;;;;;5;;;;;;;;;;;;;
