ID;Aktywny(0 lub 1);Nazwa;Kategorie(x, y, z...);Cena bez podatku. (netto);ID reguły podatku;Koszt własny;W sprzedaży(0 lub 1);Wartość rabatu;Procent rabatu;Rabat od dnia(rrrr-mm-dd);Rabat do dnia(rrrr-mm-dd);Indeks #;Kod dostawcy;Dostawca;Marka;Kod EAN13;Kod kreskowy;UPC;Podatek ekologiczny;Szerokość;Wysokość;Głębokość;Waga;Czas dostawy produktów dostępnych w magazynie:;Czas dostawy wyprzedanych produktów z możliwością rezerwacji:;Ilość;Minimalna ilość;Niski poziom produktów w magazynie;Otrzymuj powiadomienie o niskim stanie magazynów przez e-mail;Widoczność;Dodatkowe koszty przesyłki;Jednostka dla ceny za jednostkę;Cena za jednostkę;Podsumowanie;Opis;Tagi(x, y, z...);Meta - tytuł;Słowa kluczowe meta;Opis meta;Przepisany URL;Etykieta, gdy w magazynie;Etykieta kiedy dozwolone ponowne zamówienie;Dostępne do zamówienia(0 = Nie, 1 = Tak);Data dostępności produktu;Data wytworzenia produktu;Pokaż cenę(0 = Nie, 1 = Tak);Adresy URL zdjęcia(x, y, z...);Tekst alternatywny dla zdjęć(x, y, z...);Usuń istniejące zdjęcia(0 = Nie, 1 = Tak);Cecha(Nazwa:Wartość:Pozycja:Indywidualne);Dostępne tylko online(0 = Nie, 1 = Tak);Stan:;Konfigurowalny(0 = Nie, 1 = Tak);Można wgrywać pliki(0 = Nie, 1 = Tak);Pola tekstowe(0 = Nie, 1 = Tak);Akcja kiedy brak na stanie;Wirtualny produkt(0 = No, 1 = Yes);Adres URL pliku;Ilość dozwolonych pobrań;Data wygaśnięcia(rrrr-mm-dd);Liczba dni;ID / Nazwa sklepu;Zaawansowane zarządzanie magazynem;Zależny od stanu magazynowego;Magazyn;Akcesoria(x, y, z...)
28;1;CELLA  - T-shirt z nadrukiem - black;T-shirty i koszulki polo;72;1;66;1;;0;2022-12-21;2022-12-24;;;;Ellesse;;;;;;;;0,57;;;28;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/d199176b50cd379092ba0fc68c6256d0/2b63e2f5e065461faf1d8fde9cf09ee8.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
29;1;JUMPMAN CREW - T-shirt basic - white/black;T-shirty i koszulki polo;85;1;77;1;;0;2022-12-21;2022-12-24;;;;Jordan;;;;;;;;0,9;;;72;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/f867c6596a6848cd85a02b3739c4d48f/49b62a36e4e34926bbd17592386abdd5.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
30;1;Koszulka polo - schwarz;T-shirty i koszulki polo;270;1;245;1;;0;2022-12-21;2022-12-24;;;;EA7 Emporio Armani;;;;;;;;0,04;;;87;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/07cdb1e786983ee7bd165a10ac399a63/ef4747ba22bd42ec85d1d56ed45acac4.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
31;1;JERSEY HOODED T-SHIRT - Bluzka z długim rękawem - black/gold;T-shirty i koszulki polo;167;1;152;1;;0;2022-12-21;2022-12-24;;;;Polo Ralph Lauren;;;;;;;;0,56;;;28;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/c0ff318170784c48bdfb7df5cb7ff89b/308a5c19c55e4b459bc458bc36bb3755.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
32;1;T-shirt basic - khaki;T-shirty i koszulki polo;24;1;21;1;;0;2022-12-21;2022-12-24;;;;Pier One;;;;;;;;0,5;;;7;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/944231c2de333ada8eeb3b97b4c2f2ae/1ee9077e9dda45b8847d583da12a31d9.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
33;1;Koszulka polo - dark blue;T-shirty i koszulki polo;42;1;38;1;;0;2022-12-21;2022-12-24;;;;Pier One;;;;;;;;0,47;;;90;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/cc5ea70982864ec5b4d1fb0545a96f3c/e0261cec79ca4184a819b9e5f6994e66.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
34;1;ALFRED - Koszulka polo - dark sapphire;T-shirty i koszulki polo;142;1;129;1;;0;2022-12-21;2022-12-24;;;;U.S. Polo Assn.;;;;;;;;0,55;;;28;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/746db6b74dbc475fb27d2afac9da1669/f71212c88e244371bd945901f2773cfd.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
35;1;T-shirt basic - white;T-shirty i koszulki polo;92;1;84;1;;0;2022-12-21;2022-12-24;;;;SIKSILK;;;;;;;;0,9;;;23;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/51cfc8fe6f5f44b88b276726cf2885fe/8ddc566e75e54b848048dee554412163.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
36;1;CHEST LOGO TEE - T-shirt basic - white;T-shirty i koszulki polo;79;1;72;1;;0;2022-12-21;2022-12-24;;;;Tommy Jeans;;;;;;;;0,25;;;60;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/914be5bace2c44209c1437d87d056d1c/71741134e2ef426cb19bc3d548052ee3.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
37;1;T-shirt basic - black;T-shirty i koszulki polo;24;1;21;1;;0;2022-12-21;2022-12-24;;;;Pier One;;;;;;;;0,19;;;59;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/dce7a994521e3509a0d1968620a34b27/240072a406dd48c99e12c4f14a21d70a.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
38;1;SPORT SHORT SLEEVE TOP - Koszulka sportowa - black/white;T-shirty i koszulki polo;103;1;94;1;;0;2022-12-21;2022-12-24;;;;Jordan;;;;;;;;0,67;;;84;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/4f7def8097ab4ba8bc58e12704266321/70faac3f93e14d2b9ef496cb77ea4e61.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
39;1;NBA DALLAS MAVERICKS LUKA DONCIC NAME AND NUMBER TEE - T-shirt z nadrukiem - game royal;T-shirty i koszulki polo;72;1;66;1;;0;2022-12-21;2022-12-24;;;;Nike Performance;;;;;;;;0,11;;;55;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/364d17a9e0b84a17b46c468f7ec8b4e1/95a48992216b4716b6cb8f03e4e9f8d4.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
40;1;Koszulka polo - black;T-shirty i koszulki polo;33;1;30;1;;0;2022-12-21;2022-12-24;;;;Pier One;;;;;;;;0,7;;;4;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/f247c5bb09653e489aa5bf5cac37b8ce/17da41ccde1541efb45ef2286a3bca38.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
41;1;TECH TEE 3 PACK - T-shirt basic - triple black;T-shirty i koszulki polo;131;1;119;1;;0;2022-12-21;2022-12-24;;;;Calvin Klein Golf;;;;;;;;0,49;;;42;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/b4a6815e8987409eac57dadc8c0a2e69/a2dce9b6f2c64b019c777d32cf711093.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
42;1;LOGO 3 PACK - T-shirt z nadrukiem - navy/white/black;T-shirty i koszulki polo;98;1;89;1;;0;2022-12-21;2022-12-24;;;;Abercrombie & Fitch;;;;;;;;0,75;;;100;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/063be7122f91498493b3c2f056203721/dd8d0772680644ae9a0da43bb60ba616.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
43;1;TECH TEE 3 PACK - T-shirt basic - black/white/charcoal;T-shirty i koszulki polo;140;1;127;1;;0;2022-12-21;2022-12-24;;;;Calvin Klein Golf;;;;;;;;0,4;;;81;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/a7d0d30b277a368dbbe42fbefecc1687/fa999d6513084619b957d15d0c9e06cc.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
44;1;Bluzka z długim rękawem - grey/dark blue;T-shirty i koszulki polo;44;1;40;1;;0;2022-12-21;2022-12-24;;;;Pier One;;;;;;;;0,48;;;38;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/80dbe72810c0438888cea3ff27d4d80c/cc738832e4ce4f50831613c83176dfff.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
45;1;VNECK 3 PACK - T-shirt basic - white/black/grey;T-shirty i koszulki polo;103;1;94;1;;0;2022-12-21;2022-12-24;;;;Abercrombie & Fitch;;;;;;;;0,88;;;88;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/af8792818c75370697b216c4962e7251/0dd2c0a289994725b7b259b08ee54e15.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
46;1;3 PACK  - T-shirt z nadrukiem - white/burgundy/navy;T-shirty i koszulki polo;97;1;88;1;;0;2022-12-21;2022-12-24;;;;Hollister Co.;;;;;;;;0,06;;;75;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/a7f7ec9e208a360fb626500fbcd0677b/81e88f908cd44b1cb51234ba4627c7c5.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
47;1;CREWNECK - T-shirt z nadrukiem - red;T-shirty i koszulki polo;62;1;56;1;;0;2022-12-21;2022-12-24;;;;Champion;;;;;;;;0,35;;;26;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/39e3ab2595a2405eac3571f756eaea4c/598c2fdac3044f3692fb4c0433fe1ba0.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
48;1;ORIGINAL - T-shirt basic - dark blue;T-shirty i koszulki polo;64;1;58;1;;0;2022-12-21;2022-12-24;;;;Pepe Jeans;;;;;;;;0,57;;;85;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/be384a2a745240ea8a6794e9d8a4c048/5122016ae7924f4ab35ad66cdc756db9.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
49;1;EGGO N - T-shirt z nadrukiem - dunkelgrau;T-shirty i koszulki polo;56;1;51;1;;0;2022-12-21;2022-12-24;;;;Pepe Jeans;;;;;;;;0,91;;;19;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/fcaaf3ff00f248c0802592cf9bd1594d/7659181c98fc44bd829d3b73cc6d7275.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
50;1;CREW CHAIN 3 PACK - T-shirt basic - white;T-shirty i koszulki polo;97;1;88;1;;0;2022-12-21;2022-12-24;;;;Hollister Co.;;;;;;;;0,49;;;7;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/5ff0da39b68f46748d4e6ee51a159844/9d6e3f7598ab450fb8eb6a353c9431ea.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
51;1;3 PACK - Top - black;T-shirty i koszulki polo;60;1;55;1;;0;2022-12-21;2022-12-24;;;;Pier One;;;;;;;;0,36;;;45;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/5db39595b8ed4d7e9127220f7e54acd4/c9df327e2f5a42cf82f6e0e08c2c005e.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
52;1;CORE TEE - Bluzka z długim rękawem - jet black;T-shirty i koszulki polo;96;1;87;1;;0;2022-12-21;2022-12-24;;;;Guess;;;;;;;;0,5;;;7;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/ca8a37adf661407d944cd9b4f9a3e27a/1984ee14953f4c058030bd3f35a4a1d3.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
53;1;PASSERTIP - Koszulka polo - dark green;T-shirty i koszulki polo;146;1;133;1;;0;2022-12-21;2022-12-24;;;;BOSS;;;;;;;;0,55;;;59;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/4ad0abbc28d34282ad18f9c8719beccf/2791f3367ef44bb48aaa5f5bfc540758.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
54;1;GYM TEE - T-shirt basic - white;T-shirty i koszulki polo;97;1;88;1;;0;2022-12-21;2022-12-24;;;;SIKSILK;;;;;;;;0,93;;;52;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/ea6e24c77dad4eefa9bc0100b2927610/a65492b7d81f49ef8b08c654ce32efec.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
55;1;LEFT CHEST LOGO TEE - T-shirt basic - athletic heather/black;T-shirty i koszulki polo;56;1;51;1;;0;2022-12-21;2022-12-24;;;;Vans;;;;;;;;0,49;;;37;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/05a2aec140d449c895b90184996931cd/cbf7a361663a4e70865dd73a5e69af91.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
56;1;2 PACK - T-shirt basic - black;T-shirty i koszulki polo;33;1;30;1;;0;2022-12-21;2022-12-24;;;;Pier One;;;;;;;;0,1;;;73;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/7061c170bdc339808b9ad998d9e7d96b/05bf152d7b8e414b8ef3b78d9b11b6ff.jpg?imwidth=300&filter=packshot;;1;;;;;;;;;;;;;;;;;
57;1;Bluzka z długim rękawem - navy blue;T-shirty i koszulki polo;115;1;105;1;;0;2022-12-21;2022-12-24;;;;Lacoste;;;;;;;;0,6;;;89;;;;;;;;;;;;;;;;;1;;;1;https://img01.ztat.net/article/spp-media-p1/38f3e14ac06b3362af4cf84cd5522108/ebf4a90950c94c248ccf4fdc0fcc0ea2.jpg?imwidth=300;;1;;;;;;;;;;;;;;;;;
